Stacktrace,Expected Elements
"Exception in thread ""main"" java.lang.IllegalStateException: JVM option [UseG1GC] was unexpectedly missing. Elasticsearch requires this option to be present.
 at org.elasticsearch.server.cli.JvmErgonomics.getRequiredOption(JvmErgonomics.java:98)
 at org.elasticsearch.launcher.CliToolLauncher.main(CliToolLauncher.java:64)","[
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'JVM option [UseG1GC] was unexpectedly missing. Elasticsearch requires this option to be present.'),
    ('ClassElem', 'org.elasticsearch.server.cli.JvmErgonomics'),
    ('MethodElem', 'getRequiredOption'),
    ('FileElem', 'JvmErgonomics.java'),
    ('LineElem', '98'),
    ('ClassElem', 'org.elasticsearch.launcher.CliToolLauncher'),
    ('MethodElem', 'main'),
    ('FileElem', 'CliToolLauncher.java'),
    ('LineElem', '64')
]"
"java.security.ProviderException: Secmod directory /etc/pki/nssdb invalid, NSS already initialized with /home/jenkins/workspace/Test_openjdk11_j9_extended.openjdk_x86-64_linux_fips140_2_testList_2/aqa-tests/TKG/output_16971189576966/jdk_security3_1/work/classes/0/sun/security/pkcs11/Secmod/TrustAnchors.d/tmpdb
 at jdk.crypto.cryptoki/sun.security.pkcs11.SunPKCS11.<init>(SunPKCS11.java:220)
 at java.base/java.lang.Thread.run(Thread.java:839)","[
    ('ExceptionType', 'java.security.ProviderException'),
    ('ExceptionMessage', 'Secmod directory /etc/pki/nssdb invalid, NSS already initialized with /home/jenkins/workspace/Test_openjdk11_j9_extended.openjdk_x86-64_linux_fips140_2_testList_2/aqa-tests/TKG/output_16971189576966/jdk_security3_1/work/classes/0/sun/security/pkcs11/Secmod/TrustAnchors.d/tmpdb'),
    ('ClassElem', 'jdk.crypto.cryptoki/sun.security.pkcs11.SunPKCS11'),
    ('MethodElem', '<init>'),
    ('FileElem', 'SunPKCS11.java'),
    ('LineElem', '220'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '839')
]"
"Exception in thread ""main"" java.lang.ExceptionInInitializerError
 at java.base/java.lang.J9VMInternals.ensureError(J9VMInternals.java:206)
 Caused by: java.lang.NullPointerException
 at java.base/sun.security.util.KnownOIDs.<clinit>(KnownOIDs.java:457)","[
    ('ExceptionType', 'java.lang.ExceptionInInitializerError'),
    ('ClassElem', 'java.base/java.lang.J9VMInternals'),
    ('MethodElem', 'ensureError'),
    ('FileElem', 'J9VMInternals.java'),
    ('LineElem', '206'),
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ClassElem', 'java.base/sun.security.util.KnownOIDs'),
    ('MethodElem', '<clinit>'),
    ('FileElem', 'KnownOIDs.java'),
    ('LineElem', '457')
]"
"at java.base/java.lang.invoke.LambdaForm.compileToBytecode(LambdaForm.java:871)
 Caused by: java.lang.NullPointerException
 at java.base/java.lang.invoke.LambdaForm.compileToBytecode(LambdaForm.java:854)","[
    ('ClassElem', 'java.base/java.lang.invoke.LambdaForm'),
    ('MethodElem', 'compileToBytecode'),
    ('FileElem', 'LambdaForm.java'),
    ('LineElem', '871'),
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ClassElem', 'java.base/java.lang.invoke.LambdaForm'),
    ('MethodElem', 'compileToBytecode'),
    ('FileElem', 'LambdaForm.java'),
    ('LineElem', '854')
]"
"java.lang.NullPointerException
 at java.base/java.util.Arrays.copyOfRange(Arrays.java:3854)
 at org.eclipse.equinox.launcher.Main.run(Main.java:1459)","[
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ClassElem', 'java.base/java.util.Arrays'),
    ('MethodElem', 'copyOfRange'),
    ('FileElem', 'Arrays.java'),
    ('LineElem', '3854'),
    ('ClassElem', 'org.eclipse.equinox.launcher.Main'),
    ('MethodElem', 'run'),
    ('FileElem', 'Main.java'),
    ('LineElem', '1459')
]"
"java.lang.ExceptionInInitializerError
 at java.base/java.lang.J9VMInternals.ensureError(J9VMInternals.java:206)
 Caused by: java.lang.ArrayIndexOutOfBoundsException
 at org.eclipse.osgi.internal.framework.AliasMapper.<clinit>(AliasMapper.java:32)","[
    ('ExceptionType', 'java.lang.ExceptionInInitializerError'),
    ('ClassElem', 'java.base/java.lang.J9VMInternals'),
    ('MethodElem', 'ensureError'),
    ('FileElem', 'J9VMInternals.java'),
    ('LineElem', '206'),
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ClassElem', 'org.eclipse.osgi.internal.framework.AliasMapper'),
    ('MethodElem', '<clinit>'),
    ('FileElem', 'AliasMapper.java'),
    ('LineElem', '32')
]"
"Exception in thread ""main"" java.lang.StackOverflowError
 at java.base/jdk.internal.util.ArraysSupport.mismatch(ArraysSupport.java:393)
 at java.base/sun.launcher.LauncherHelper.checkAndLoadMain(LauncherHelper.java:692)","[
    ('ExceptionType', 'java.lang.StackOverflowError'),
    ('ClassElem', 'java.base/jdk.internal.util.ArraysSupport'),
    ('MethodElem', 'mismatch'),
    ('FileElem', 'ArraysSupport.java'),
    ('LineElem', '393'),
    ('ClassElem', 'java.base/sun.launcher.LauncherHelper'),
    ('MethodElem', 'checkAndLoadMain'),
    ('FileElem', 'LauncherHelper.java'),
    ('LineElem', '692')
]"
"java.lang.RuntimeException: Expected to get exit value of [0], exit value is: [1]
 at jdk.test.lib.process.OutputAnalyzer.shouldHaveExitValue(OutputAnalyzer.java:490)
 at java.base/java.lang.Thread.run(Thread.java:1595)","[
    ('ExceptionType', 'java.lang.RuntimeException'),
    ('ExceptionMessage', 'Expected to get exit value of [0], exit value is: [1]'),
    ('ClassElem', 'jdk.test.lib.process.OutputAnalyzer'),
    ('MethodElem', 'shouldHaveExitValue'),
    ('FileElem', 'OutputAnalyzer.java'),
    ('LineElem', '490'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1595')
]"
"Caused by:
 

  java.lang.AssertionError
 at __randomizedtesting.SeedInfo.seed([F7B4CD7A5624D5EC]:0)
 at app//org.apache.lucene.index.TestIndexWriterThreadsToSegments$2.run(TestIndexWriterThreadsToSegments.java:236)","[
    ('ExceptionType', 'java.lang.AssertionError'),
    ('ClassElem', '__randomizedtesting.SeedInfo'),
    ('MethodElem', 'seed'),
    ('FileElem', '[F7B4CD7A5624D5EC]'),
    ('LineElem', '0'),
    ('ClassElem', 'app//org.apache.lucene.index.TestIndexWriterThreadsToSegments$2'),
    ('MethodElem', 'run'),
    ('FileElem', 'TestIndexWriterThreadsToSegments.java'),
    ('LineElem', '236')
]"
"java.lang.NullPointerException: Cannot invoke ""java.security.cert.X509Certificate.getSubjectX500Principal()"" because ""this.rootCertificate"" is null
 at ValidatePathWithURL.<init>(ValidatePathWithURL.java:64)
 at java.base/java.lang.Thread.run(Thread.java:857)","[
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ExceptionMessage', 'Cannot invoke ""java.security.cert.X509Certificate.getSubjectX500Principal()"" because ""this.rootCertificate"" is null'),
    ('ClassElem', 'ValidatePathWithURL'),
    ('MethodElem', '<init>'),
    ('FileElem', 'ValidatePathWithURL.java'),
    ('LineElem', '64'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '857')
]"
"Exception in thread ""main"" java.lang.AssertionError:
 at org.testng.AssertJUnit.fail(AssertJUnit.java:59)
 at ElapsedTime.main(ElapsedTime.java:32)","[
    ('ExceptionType', 'java.lang.AssertionError'),
    ('ClassElem', 'org.testng.AssertJUnit'),
    ('MethodElem', 'fail'),
    ('FileElem', 'AssertJUnit.java'),
    ('LineElem', '59'),
    ('ClassElem', 'ElapsedTime'),
    ('MethodElem', 'main'),
    ('FileElem', 'ElapsedTime.java'),
    ('LineElem', '32')
]"
"Exception in thread ""main"" BUG! UNCAUGHT EXCEPTION: java.lang.invoke.MethodHandles$Lookup.<init>(java.lang.Class,int)
 at org.codehaus.groovy.vmplugin.v7.Java7.<clinit>(Java7.java:44)
 Caused by: java.lang.NoSuchMethodException: java.lang.invoke.MethodHandles$Lookup.<init>(java.lang.Class,int)
 at org.codehaus.groovy.vmplugin.v7.Java7.<clinit>(Java7.java:42)","[
    ('ExceptionType', 'java.lang.NoSuchMethodException'),
    ('ExceptionMessage', 'java.lang.invoke.MethodHandles$Lookup.<init>(java.lang.Class,int)'),
    ('ClassElem', 'org.codehaus.groovy.vmplugin.v7.Java7'),
    ('MethodElem', '<clinit>'),
    ('FileElem', 'Java7.java'),
    ('LineElem', '44'),
    ('ExceptionType', 'java.lang.NoSuchMethodException'),
    ('ExceptionMessage', 'java.lang.invoke.MethodHandles$Lookup.<init>(java.lang.Class,int)'),
    ('ClassElem', 'org.codehaus.groovy.vmplugin.v7.Java7'),
    ('MethodElem', '<clinit>'),
    ('FileElem', 'Java7.java'),
    ('LineElem', '42')
]"
"java.lang.ArrayIndexOutOfBoundsException
 at java.base/java.lang.CharacterDataLatin1.getProperties(CharacterDataLatin1.java:74)
 at CharPropTest.lambda$main$1(CharPropTest.java:55)","[
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ClassElem', 'java.base/java.lang.CharacterDataLatin1'),
    ('MethodElem', 'getProperties'),
    ('FileElem', 'CharacterDataLatin1.java'),
    ('LineElem', '74'),
    ('ClassElem', 'CharPropTest'),
    ('MethodElem', 'lambda$main$1'),
    ('FileElem', 'CharPropTest.java'),
    ('LineElem', '55')
]"
"java.lang.NoClassDefFoundError: com/ibm/j9/jsr292/jdk/MHProxy1/SamePackageSingleMethodInterfaceExample/0x0000000000000000 (wrong name: jdk/MHProxy1/SamePackageSingleMethodInterfaceExample)
 at java.base/java.lang.ClassLoader.defineClassInternal(ClassLoader.java:510)
 at com.ibm.j9.jsr292.MethodHandleProxiesTest.test_asInterfaceInstance_InnerClass(MethodHandleProxiesTest.java:93)","[
    ('ExceptionType', 'java.lang.NoClassDefFoundError'),
    ('ExceptionMessage', 'com/ibm/j9/jsr292/jdk/MHProxy1/SamePackageSingleMethodInterfaceExample/0x0000000000000000 (wrong name: jdk/MHProxy1/SamePackageSingleMethodInterfaceExample)'),
    ('ClassElem', 'java.base/java.lang.ClassLoader'),
    ('MethodElem', 'defineClassInternal'),
    ('FileElem', 'ClassLoader.java'),
    ('LineElem', '510'),
    ('ClassElem', 'com.ibm.j9.jsr292.MethodHandleProxiesTest'),
    ('MethodElem', 'test_asInterfaceInstance_InnerClass'),
    ('FileElem', 'MethodHandleProxiesTest.java'),
    ('LineElem', '93')
]"
"java.lang.NoClassDefFoundError: java/util/function/jdk/MHProxy1/Function/0x0000000000000000 (wrong name: jdk/MHProxy1/Function)
 at java.base/java.lang.ClassLoader.defineClassImpl1(Native Method)
 at BasicTest.testPrimitiveConversion(BasicTest.java:219)","[
    ('ExceptionType', 'java.lang.NoClassDefFoundError'),
    ('ExceptionMessage', 'java/util/function/jdk/MHProxy1/Function/0x0000000000000000 (wrong name: jdk/MHProxy1/Function)'),
    ('ClassElem', 'java.base/java.lang.ClassLoader'),
    ('MethodElem', 'defineClassImpl1'),
    ('FileElem', 'Native Method'),
    ('LineElem', ''),
    ('ClassElem', 'BasicTest'),
    ('MethodElem', 'testPrimitiveConversion'),
    ('FileElem', 'BasicTest.java'),
    ('LineElem', '219')
]"
"java.lang.AssertionError: class jdk.MHProxy1.MHProxiesTest$Sam/0x0000000000000000 unnamed module @d340a189
 at java.base/java.lang.invoke.MethodHandleProxies.asInterfaceInstance(MethodHandleProxies.java:211)","[
    ('ExceptionType', 'java.lang.AssertionError'),
    ('ExceptionMessage', 'class jdk.MHProxy1.MHProxiesTest$Sam/0x0000000000000000 unnamed module @d340a189'),
    ('ClassElem', 'java.base/java.lang.invoke.MethodHandleProxies'),
    ('MethodElem', 'asInterfaceInstance'),
    ('FileElem', 'MethodHandleProxies.java'),
    ('LineElem', '211')
]"
"org.opentest4j.AssertionFailedError: expected: <5> but was: <4194309>
 at org.junit.jupiter.api.AssertionFailureBuilder.build(AssertionFailureBuilder.java:151)
 at GetThreadStateTest.testRunnable(GetThreadStateTest.java:94)","[
    ('ExceptionType', 'org.opentest4j.AssertionFailedError'),
    ('ExceptionMessage', 'expected: <5> but was: <4194309>'),
    ('ClassElem', 'org.junit.jupiter.api.AssertionFailureBuilder'),
    ('MethodElem', 'build'),
    ('FileElem', 'AssertionFailureBuilder.java'),
    ('LineElem', '151'),
    ('ClassElem', 'GetThreadStateTest'),
    ('MethodElem', 'testRunnable'),
    ('FileElem', 'GetThreadStateTest.java'),
    ('LineElem', '94')
]"
"java.lang.Exception: JUnit test failure
 at com.sun.javatest.regtest.agent.JUnitRunner.runWithJUnitPlatform(JUnitRunner.java:149)
 at java.base/java.lang.Thread.run(Thread.java:1595)","[
    ('ExceptionType', 'java.lang.Exception'),
    ('ExceptionMessage', 'JUnit test failure'),
    ('ClassElem', 'com.sun.javatest.regtest.agent.JUnitRunner'),
    ('MethodElem', 'runWithJUnitPlatform'),
    ('FileElem', 'JUnitRunner.java'),
    ('LineElem', '149'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1595')
]"
"java.lang.RuntimeException: 'WARNING: A JVM TI agent has been loaded dynamically' found in stderr
 at jdk.test.lib.process.OutputAnalyzer.stderrShouldNotContain(OutputAnalyzer.java:320)
 at java.base/java.lang.Thread.run(Thread.java:1595)","[
    ('ExceptionType', 'java.lang.RuntimeException'),
    ('ExceptionMessage', ""'WARNING: A JVM TI agent has been loaded dynamically' found in stderr""),
    ('ClassElem', 'jdk.test.lib.process.OutputAnalyzer'),
    ('MethodElem', 'stderrShouldNotContain'),
    ('FileElem', 'OutputAnalyzer.java'),
    ('LineElem', '320'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1595')
]"
"java.lang.AssertionError: caller class wrong expected [class org.openj9.test.stackWalker.StackWalkerTest] but found [class java.lang.StackWalker]
 at org.testng.Assert.fail(Assert.java:96)
 at org.openj9.test.stackWalker.StackWalkerTest.testGetCallerClass(StackWalkerTest.java:92)","[
    ('ExceptionType', 'java.lang.AssertionError'),
    ('ExceptionMessage', 'caller class wrong expected [class org.openj9.test.stackWalker.StackWalkerTest] but found [class java.lang.StackWalker]'),
    ('ClassElem', 'org.testng.Assert'),
    ('MethodElem', 'fail'),
    ('FileElem', 'Assert.java'),
    ('LineElem', '96'),
    ('ClassElem', 'org.openj9.test.stackWalker.StackWalkerTest'),
    ('MethodElem', 'testGetCallerClass'),
    ('FileElem', 'StackWalkerTest.java'),
    ('LineElem', '92')
]"
"Exception in thread ""main"" java.lang.ArrayIndexOutOfBoundsException
 at compiler.c1.TestArrayCopy.main(TestArrayCopy.java)","[
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ClassElem', 'compiler.c1.TestArrayCopy'),
    ('MethodElem', 'main'),
    ('FileElem', 'TestArrayCopy.java')
]"
"java.lang.UnsupportedOperationException
at org.elasticsearch.server@8.6.2/org.elasticsearch.index.mapper.KeywordFieldMapper$KeywordFieldType$SortedSetDocValuesTerms.hasFreqs(KeywordFieldMapper.java:664)
at java.base/java.lang.Thread.run(Thread.java:1589)","[
    ('ExceptionType', 'java.lang.UnsupportedOperationException'),
    ('ClassElem', 'org.elasticsearch.server@8.6.2/org.elasticsearch.index.mapper.KeywordFieldMapper$KeywordFieldType$SortedSetDocValuesTerms'),
    ('MethodElem', 'hasFreqs'),
    ('FileElem', 'KeywordFieldMapper.java'),
    ('LineElem', '664'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1589')
]"
"java.lang.IllegalArgumentException: can not write type [class org.elasticsearch.xpack.spatial.index.fielddata.GeoShapeValues$GeoShapeValue]
at org.elasticsearch.common.io.stream.StreamOutput.writeGenericValue(StreamOutput.java:822) ~[elasticsearch-8.8.0-SNAPSHOT.jar:?]
at java.lang.Thread.run(Thread.java:833) ~[?:?]","[
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', 'can not write type [class org.elasticsearch.xpack.spatial.index.fielddata.GeoShapeValues$GeoShapeValue]'),
    ('ClassElem', 'org.elasticsearch.common.io.stream.StreamOutput'),
    ('MethodElem', 'writeGenericValue'),
    ('FileElem', 'StreamOutput.java'),
    ('LineElem', '822'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '833')
]"
"java.lang.AssertionError: java.lang.Exception: wrapped[org.elasticsearch.transport.RequestHandlerRegistry$$Lambda$6200/0x0000000801aeec80@703ffb85, org.elasticsearch.tasks.TaskManager$$Lambda$6475/0x0000000801b513a8@16603dfb]
at org.elasticsearch.core.Releasables$4.assertFirstRun(Releasables.java:150) ~[elasticsearch-core-8.8.0-SNAPSHOT.jar:?]
Caused by: java.lang.Exception: wrapped[org.elasticsearch.transport.RequestHandlerRegistry$$Lambda$6200/0x0000000801aeec80@703ffb85, org.elasticsearch.tasks.TaskManager$$Lambda$6475/0x0000000801b513a8@16603dfb]
at org.elasticsearch.action.ActionListener.run(ActionListener.java:357) ~[elasticsearch-8.8.0-SNAPSHOT.jar:?]","[
    ('ExceptionType', 'java.lang.AssertionError'),
    ('ExceptionMessage', 'java.lang.Exception: wrapped[org.elasticsearch.transport.RequestHandlerRegistry$$Lambda$6200/0x0000000801aeec80@703ffb85, org.elasticsearch.tasks.TaskManager$$Lambda$6475/0x0000000801b513a8@16603dfb]'),
    ('ClassElem', 'org.elasticsearch.core.Releasables$4'),
    ('MethodElem', 'assertFirstRun'),
    ('FileElem', 'Releasables.java'),
    ('LineElem', '150'),
    ('ExceptionType', 'java.lang.Exception'),
    ('ExceptionMessage', 'wrapped[org.elasticsearch.transport.RequestHandlerRegistry$$Lambda$6200/0x0000000801aeec80@703ffb85, org.elasticsearch.tasks.TaskManager$$Lambda$6475/0x0000000801b513a8@16603dfb]'),
    ('ClassElem', 'org.elasticsearch.action.ActionListener'),
    ('MethodElem', 'run'),
    ('FileElem', 'ActionListener.java'),
    ('LineElem', '357')
]"
"java.lang.RuntimeException: Failure at [aggregations/filter:31]: NodeSelector [version ranges [[8.8.0 - 8.8.0]]] rejected all nodes, living [[host=http://127.0.0.1:33951, bound=[http://127.0.0.1:33951, http://[::1]:33401], name=v8.7.1-3, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}], [host=http://127.0.0.1:43941, bound=[http://[::1]:41921, http://127.0.0.1:43941], name=v8.7.1-2, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}]] and dead []
at __randomizedtesting.SeedInfo.seed([DE9A2ABE4DB4F01:85BD9D714A2722F9]:0)
at java.lang.Thread.run(Thread.java:833)
Caused by: java.io.IOException: NodeSelector [version ranges [[8.8.0 - 8.8.0]]] rejected all nodes, living [[host=http://127.0.0.1:33951, bound=[http://127.0.0.1:33951, http://[::1]:33401], name=v8.7.1-3, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}], [host=http://127.0.0.1:43941, bound=[http://[::1]:41921, http://127.0.0.1:43941], name=v8.7.1-2, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}]] and dead []
at java.lang.Thread.run(Thread.java:833)","[
    ('ExceptionType', 'java.lang.RuntimeException'),
    ('ExceptionMessage', 'Failure at [aggregations/filter:31]: NodeSelector [version ranges [[8.8.0 - 8.8.0]]] rejected all nodes, living [[host=http://127.0.0.1:33951, bound=[http://127.0.0.1:33951, http://[::1]:33401], name=v8.7.1-3, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}], [host=http://127.0.0.1:43941, bound=[http://[::1]:41921, http://127.0.0.1:43941], name=v8.7.1-2, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}]] and dead []'),
    ('ClassElem', '__randomizedtesting.SeedInfo'),
    ('MethodElem', 'seed'),
    ('FileElem', '[DE9A2ABE4DB4F01:85BD9D714A2722F9]'),
    ('LineElem', '0'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '833'),
    ('ExceptionType', 'java.io.IOException'),
    ('ExceptionMessage', 'NodeSelector [version ranges [[8.8.0 - 8.8.0]]] rejected all nodes, living [[host=http://127.0.0.1:33951, bound=[http://127.0.0.1:33951, http://[::1]:33401], name=v8.7.1-3, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}], [host=http://127.0.0.1:43941, bound=[http://[::1]:41921, http://127.0.0.1:43941], name=v8.7.1-2, version=8.7.1, roles=data,data_cold,data_content,data_frozen,data_hot,data_warm,ingest,master,ml,remote_cluster_client,transform, attributes={testattr=[test], ml.allocated_processors_double=[32.0], ml.machine_memory=[101259100160], xpack.installed=[true], ml.max_jvm_size=[536870912], ml.allocated_processors=[32]}]] and dead []'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '833')
]"
"java.lang.AssertionError: Index updates are expected as index settings version has changed
at org.elasticsearch.server@8.8.0-SNAPSHOT/org.elasticsearch.index.IndexService.updateMetadata(IndexService.java:806)
at java.base/java.lang.Thread.run(Thread.java:833)","[
    ('ExceptionType', 'java.lang.AssertionError'),
    ('ExceptionMessage', 'Index updates are expected as index settings version has changed'),
    ('ClassElem', 'org.elasticsearch.server@8.8.0-SNAPSHOT/org.elasticsearch.index.IndexService'),
    ('MethodElem', 'updateMetadata'),
    ('FileElem', 'IndexService.java'),
    ('LineElem', '806'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '833')
]"
"java.lang.IllegalArgumentException: no matching index template found for data stream [behavioral_analytics-events-my-test-analytics-collection] |
at org.elasticsearch.server@8.9.0-SNAPSHOT/org.elasticsearch.cluster.metadata.MetadataCreateDataStreamService.lookupTemplateForDataStream(MetadataCreateDataStreamService.java:307) |
at org.elasticsearch.server@8.9.0-SNAPSHOT/org.elasticsearch.cluster.metadata.MetadataCreateDataStreamService.createDataStream(MetadataCreateDataStreamService.java:168) |","[
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', 'no matching index template found for data stream [behavioral_analytics-events-my-test-analytics-collection]'),
    ('ClassElem', 'org.elasticsearch.server@8.9.0-SNAPSHOT/org.elasticsearch.cluster.metadata.MetadataCreateDataStreamService'),
    ('MethodElem', 'lookupTemplateForDataStream'),
    ('FileElem', 'MetadataCreateDataStreamService.java'),
    ('LineElem', '307'),
    ('ClassElem', 'org.elasticsearch.server@8.9.0-SNAPSHOT/org.elasticsearch.cluster.metadata.MetadataCreateDataStreamService'),
    ('MethodElem', 'createDataStream'),
    ('FileElem', 'MetadataCreateDataStreamService.java'),
    ('LineElem', '168')
]"
"java.lang.ArrayIndexOutOfBoundsException: arraycopy: length -3 is negative
at org.elasticsearch.server@8.7.1/org.elasticsearch.common.io.stream.RecyclerBytesStreamOutput.writeBytes(RecyclerBytesStreamOutput.java:86)
at java.base/java.lang.Thread.run(Thread.java:1623)
Caused by: java.lang.ArrayIndexOutOfBoundsException: arraycopy: length -3 is negative
at java.lang.System.arraycopy(Native Method)
at java.lang.Thread.run(Thread.java:1623)
at org.elasticsearch.server@8.7.1/org.elasticsearch.action.search.AbstractSearchAsyncAction.executeNextPhase(AbstractSearchAsyncAction.java:432)
Caused by: org.elasticsearch.ElasticsearchException$1: arraycopy: length -3 is negative
Caused by: java.lang.ArrayIndexOutOfBoundsException: arraycopy: length -3 is negative
at java.lang.Thread.run(Thread.java:1623)","[
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ExceptionMessage', 'arraycopy: length -3 is negative'),
    ('ClassElem', 'org.elasticsearch.server@8.7.1/org.elasticsearch.common.io.stream.RecyclerBytesStreamOutput'),
    ('MethodElem', 'writeBytes'),
    ('FileElem', 'RecyclerBytesStreamOutput.java'),
    ('LineElem', '86'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623'),
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ExceptionMessage', 'arraycopy: length -3 is negative'),
    ('ClassElem', 'java.lang.System'),
    ('MethodElem', 'arraycopy'),
    ('FileElem', 'Native Method'),
    ('LineElem', ''),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623'),
    ('ClassElem', 'org.elasticsearch.server@8.7.1/org.elasticsearch.action.search.AbstractSearchAsyncAction'),
    ('MethodElem', 'executeNextPhase'),
    ('FileElem', 'AbstractSearchAsyncAction.java'),
    ('LineElem', '432'),
    ('ExceptionType', 'org.elasticsearch.ElasticsearchException$1'),
    ('ExceptionMessage', 'arraycopy: length -3 is negative'),
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ExceptionMessage', 'arraycopy: length -3 is negative'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"java.lang.IllegalArgumentException: maxThreadCount (= 4) should be <= maxMergeCount (= 2)
at org.elasticsearch.index.MergeSchedulerConfig.setMaxThreadAndMergeCount(MergeSchedulerConfig.java:112) ~[elasticsearch-8.8.0.jar:?]
at java.lang.Thread.run(Thread.java:1623) ~[?:?]","[
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', 'maxThreadCount (= 4) should be <= maxMergeCount (= 2)'),
    ('ClassElem', 'org.elasticsearch.index.MergeSchedulerConfig'),
    ('MethodElem', 'setMaxThreadAndMergeCount'),
    ('FileElem', 'MergeSchedulerConfig.java'),
    ('LineElem', '112'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
